date,CO2_avg,CH4_avg,N2O_avg,CFC11_avg,CFC12_avg,CFC113_avg,SF6_avg
2020-05-23,419.9785973,1977.632232,335.8813557,224.2925143,496.8772417,66.73509167,
2020-05-24,428.4446688,1979.931689,335.5438082,224.1725429,496.75303,68.13427,
2020-05-25,428.4669575,1990.975472,336.6407482,,497.409575,68.639225,
2020-05-26,424.5706252,2005.997445,336.8722232,,496.9017789,69.20612,
2020-05-27,421.2511455,1972.304969,335.1792538,,496.760555,68.84169474,10.75126667
2020-05-28,422.3727062,1960.191872,335.478214,224.72025,496.7272263,68.91250769,10.76445
2020-05-29,425.1042438,1974.106511,335.5269425,,496.929615,69.05823158,10.76514286
2020-05-30,423.785521,,336.8023773,,497.1982313,69.08783333,
2020-05-31,427.4897558,2025.490321,337.359668,,497.5201,68.43104286,
2020-06-01,419.7159346,1972.565831,334.7561092,224.4531333,496.4859,68.7149,
2020-06-02,423.6875596,2015.087141,335.4484282,224.39485,496.9987,68.90625,10.78868
2020-06-03,424.2979451,2007.443469,335.0286846,224.4065,497.0135667,,
2020-06-04,418.860827,1964.555101,334.2733633,223.2979857,496.7880375,,10.74736
2020-06-05,418.1106311,1956.94327,335.7067107,223.2342692,496.6525313,,10.75725
2020-06-06,,,336.712023,,497.7605429,,
2020-06-07,422.1472961,2009.795306,336.597755,,497.59864,69.47006,
2020-06-08,,,335.3343355,224.615,496.931645,68.01085,
2020-06-09,,,337.625883,,497.2778917,68.82315,
2020-06-10,,,336.8632002,223.0603667,496.8243846,69.0833,
2020-06-11,,,,222.905,496.7948417,69.24488667,10.7253
2020-06-12,420.9843909,,335.6501005,223.83086,496.3866895,68.67346,10.68896667
2020-06-13,,,,,496.8436,69.25854,
2020-06-14,421.6646469,1961.165546,335.2069822,224.1841,497.2310733,69.42732,
2020-06-15,418.3116976,1959.291043,335.6039313,,496.88162,69.13191111,10.73835
2020-06-16,,2031.072895,,,497.4214,,
2020-06-17,,,,,497.2462333,,
2020-06-18,413.5849176,,335.7741532,223.6472778,496.4762412,69.28537,10.76151667
2020-06-19,411.7387527,,337.3009673,,497.2373,69.08063333,
2020-06-20,410.4672235,2027.617667,336.3531126,,497.0496368,69.26471667,
2020-06-21,416.0625203,,336.696327,,497.2580214,69.45379,
2020-06-22,,,335.9462968,,497.2157462,68.92804444,
2020-06-23,,,337.1291356,,496.6287438,68.96571111,
2020-06-24,412.8533302,2028.152811,335.0314736,224.0721917,495.9774105,68.80406842,10.78065
2020-06-25,414.4895003,1997.375394,335.7039915,223.767025,496.4983,68.740725,10.79945
2020-06-26,415.7981173,1984.741935,335.6440518,223.7857,496.3268056,68.70913333,10.758225
2020-06-27,,,336.9210412,,496.8663111,69.49585,
2020-06-28,420.1800173,2058.608278,336.1102006,,496.658,,
2020-06-29,422.6978242,,337.5828513,,496.2023471,69.64351667,
2020-06-30,408.9171545,1999.925584,335.5068804,223.13842,495.6739467,69.18132143,10.64384
2020-07-01,409.6226393,2025.801397,335.4959641,223.40092,495.5605643,68.9573,10.60233333
2020-07-02,417.4776212,,,,496.5065,,
2020-07-03,,,,,496.9848533,68.41947273,
2020-07-04,,,,,496.4206455,69.3424875,
2020-07-05,418.1452956,2052.50828,335.9820951,,496.0056091,69.1381,
2020-07-06,,,336.6902892,223.7066,496.2541684,69.096535,
2020-07-07,411.9618836,2026.974956,335.8046798,223.60655,496.24803,69.255185,
2020-07-08,414.5156452,2052.224955,336.2012141,,495.8291267,69.44420667,
2020-07-09,,,337.9380208,,496.51854,69.72163333,
2020-07-10,,,337.6430754,,496.5067,69.48942727,
2020-07-11,,2078.159428,336.5488203,,496.7116133,69.52211538,
